,markerid,t,q,T_W8,T_WC,M,Mx,My,Mz,Mrx,Mry,Mrz,Ex,Ey,Ez,Erx,Ery,Erz,Cx,Cy,Cz,Crx,Cry,Crz,Cmx,Cmy,Cmz,Cmrx,Cmry,Cmrz
0,4,29541000000,"[ 0.04304966 -0.46445367  0.71271903 -0.31531131  0.44661534  0.54494651
 -0.34965555  0.        ]","[[ 0.74430514 -0.66745635  0.02262476 -0.27144293]
 [ 0.50495849  0.58462261  0.63500656  0.24765764]
 [-0.43706611 -0.46121408  0.77217536  1.3345237 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.74430514 -0.66745635  0.02262476 -0.27144293]
 [ 0.50495849  0.58462261  0.63500656  0.24765764]
 [-0.43706611 -0.46121408  0.77217536  1.3345237 ]
 [ 0.          0.          0.          1.        ]]","[[ 1.62942671e-01 -7.83680105e-01  5.99412361e-01  1.20779618e+00]
 [ 2.04694709e-01  6.21164369e-01  7.56475316e-01  1.51635898e+00]
 [-9.65168256e-01 -5.65569698e-04  2.61629353e-01  5.16187176e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",1.2077961838014117,1.5163589755833051,0.5161871764496279,-1.2378205933713797,0.6427667624591265,1.365797227814042,-0.2714429306925219,0.2476576419694787,1.3345237047818257,-0.6882274936033097,0.022626694658723245,0.7310171514564097,-0.2714429306925219,0.2476576419694787,1.3345237047818257,-0.6882274936033097,0.022626694658723245,0.7310171514564097,-0.13181226888416847,-0.20720179802560157,2.0993139465148274,-2.368843635528519,-0.07857699113461525,-0.4751510750557446
1,4,29567000000,"[ 0.04304968 -0.46445367  0.71271894 -0.3153113   0.44661656  0.54494664
 -0.34967082  0.        ]","[[ 0.74431467 -0.66744574  0.0226243  -0.27144306]
 [ 0.50495021  0.58462945  0.63500684  0.24765771]
 [-0.43705945 -0.46122076  0.77217514  1.33452365]
 [ 0.          0.          0.          1.        ]]","[[ 0.74431467 -0.66744574  0.0226243  -0.27144306]
 [ 0.50495021  0.58462945  0.63500684  0.24765771]
 [-0.43705945 -0.46122076  0.77217514  1.33452365]
 [ 0.          0.          0.          1.        ]]","[[ 1.62953953e-01 -7.83673439e-01  5.99418009e-01  1.20781737e+00]
 [ 2.04692302e-01  6.21172771e-01  7.56469067e-01  1.51634262e+00]
 [-9.65166862e-01 -5.73373034e-04  2.61634479e-01  5.16200178e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",1.20781736616257,1.516342619423847,0.5162001778342531,-1.2378119892824282,0.6427738183900868,1.3657817327577124,-0.27144305652460565,0.24765770651169056,1.334523646265609,-0.6882278547336567,0.022626233075896174,0.7310028858467819,-0.27144305652460565,0.24765770651169056,1.334523646265609,-0.6882278547336567,0.022626233075896174,0.7310028858467819,-0.13181226888416847,-0.20720179802560157,2.0993139465148274,-2.368843635528519,-0.07857699113461525,-0.4751510750557446
2,4,29608000000,"[ 0.04304969 -0.46445367  0.71271885 -0.31531129  0.44661781  0.54494677
 -0.34968654  0.        ]","[[ 0.74432449 -0.66743481  0.02262383 -0.27144319]
 [ 0.50494168  0.5846365   0.63500714  0.24765777]
 [-0.43705258 -0.46122765  0.77217491  1.33452359]
 [ 0.          0.          0.          1.        ]]","[[ 0.74432449 -0.66743481  0.02262383 -0.27144319]
 [ 0.50494168  0.5846365   0.63500714  0.24765777]
 [-0.43705258 -0.46122765  0.77217491  1.33452359]
 [ 0.          0.          0.          1.        ]]","[[ 1.62965577e-01 -7.83666571e-01  5.99423828e-01  1.20783919e+00]
 [ 2.04689822e-01  6.21181428e-01  7.56462630e-01  1.51632577e+00]
 [-9.65165425e-01 -5.81412775e-04  2.61639761e-01  5.16213573e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",1.2078391900999081,1.5163257674046653,0.5162135734380913,-1.2378031242633023,0.6427810880206102,1.3657657679851187,-0.27144318616993424,0.2476577730095727,1.334523585976173,-0.6882282268069151,0.022625757505179145,0.7309881879456732,-0.27144318616993424,0.2476577730095727,1.334523585976173,-0.6882282268069151,0.022625757505179145,0.7309881879456732,-0.13181226888416847,-0.20720179802560157,2.0993139465148274,-2.368843635528519,-0.07857699113461525,-0.4751510750557446
3,4,29637000000,"[ 0.04304971 -0.46445366  0.71271876 -0.31531127  0.446619    0.5449469
 -0.34970149  0.        ]","[[ 0.74433382 -0.66742442  0.02262338 -0.27144331]
 [ 0.50493357  0.5846432   0.63500742  0.24765784]
 [-0.43704606 -0.46123419  0.7721747   1.33452353]
 [ 0.          0.          0.          1.        ]]","[[ 0.74433382 -0.66742442  0.02262338 -0.27144331]
 [ 0.50493357  0.5846432   0.63500742  0.24765784]
 [-0.43704606 -0.46123419  0.7721747   1.33452353]
 [ 0.          0.          0.          1.        ]]","[[ 1.61226810e-01 -7.85184594e-01  5.97905568e-01  1.20815080e+00]
 [ 2.02182131e-01  6.19260110e-01  7.58708971e-01  1.51627722e+00]
 [-9.65985663e-01 -1.43840541e-03  2.58591627e-01  5.15811740e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",1.2081508032186348,1.516277222392637,0.5158117400757518,-1.2423130122484816,0.6408856312150757,1.3682751231637358,-0.2714433093694844,0.24765783618835696,1.3345235286964767,-0.688228580309131,0.022625305575135535,0.7309742207805385,-0.2714433093694844,0.24765783618835696,1.3345235286964767,-0.688228580309131,0.022625305575135535,0.7309742207805385,-0.13179032407976296,-0.20686760607646346,2.0996952116725036,-2.3704704879199,-0.07482383721791086,-0.4750952875414072
4,4,29673000000,"[ 0.04304973 -0.46445366  0.71271868 -0.31531126  0.44662019  0.54494702
 -0.34971638  0.        ]","[[ 0.74434311 -0.66741407  0.02262293 -0.27144343]
 [ 0.5049255   0.58464987  0.6350077   0.2476579 ]
 [-0.43703956 -0.46124071  0.77217448  1.33452347]
 [ 0.          0.          0.          1.        ]]","[[ 0.74434311 -0.66741407  0.02262293 -0.27144343]
 [ 0.5049255   0.58464987  0.6350077   0.2476579 ]
 [-0.43703956 -0.46124071  0.77217448  1.33452347]
 [ 0.          0.          0.          1.        ]]","[[ 0.16497727 -0.78374592  0.59876943  1.20582408]
 [ 0.20315391  0.62107313  0.75696543  1.51470624]
 [-0.96514817 -0.00323974  0.261684    0.51675863]
 [ 0.          0.          0.          1.        ]]",1.2058240771705284,1.5147062403916698,0.5167586330927312,-1.2379561296427077,0.6419637813033976,1.363326827734725,-0.2714434321292478,0.24765789912083733,1.3345234716410177,-0.6882289324332564,0.02262485525183422,0.7309603034274437,-0.2714434321292478,0.24765789912083733,1.3345234716410177,-0.6882289324332564,0.02262485525183422,0.7309603034274437,-0.1320169711989071,-0.20654842020811814,2.096754490573667,-2.3684253920516545,-0.07784531270643802,-0.4726080029449844
5,4,29705000000,"[ 0.04304974 -0.46445366  0.7127186  -0.31531125  0.4466213   0.54494714
 -0.3497304   0.        ]","[[ 0.74435186 -0.66740432  0.0226225  -0.27144355]
 [ 0.50491789  0.58465615  0.63500796  0.24765796]
 [-0.43703344 -0.46124685  0.77217428  1.33452342]
 [ 0.          0.          0.          1.        ]]","[[ 0.74435186 -0.66740432  0.0226225  -0.27144355]
 [ 0.50491789  0.58465615  0.63500796  0.24765796]
 [-0.43703344 -0.46124685  0.77217428  1.33452342]
 [ 0.          0.          0.          1.        ]]","[[ 0.16498761 -0.78373978  0.59877462  1.20584351]
 [ 0.20315168  0.62108084  0.7569597   1.51469124]
 [-0.96514687 -0.0032469   0.2616887   0.51677056]
 [ 0.          0.          0.          1.        ]]",1.2058435056089991,1.514691242100935,0.5167705552707476,-1.2379482440803242,0.6419702615847678,1.3633126098013193,-0.27144354766797446,0.24765795835127896,1.3345234179417622,-0.688229263843839,0.022624431417697544,0.7309472047419465,-0.27144354766797446,0.24765795835127896,1.3345234179417622,-0.688229263843839,0.022624431417697544,0.7309472047419465,-0.1320169711989071,-0.20654842020811814,2.096754490573667,-2.3684253920516545,-0.07784531270643802,-0.4726080029449844
6,4,29740000000,"[ 0.04304976 -0.46445366  0.71271851 -0.31531124  0.44662246  0.54494726
 -0.34974499  0.        ]","[[ 0.74436097 -0.66739418  0.02262206 -0.27144367]
 [ 0.50490998  0.58466269  0.63500823  0.24765802]
 [-0.43702707 -0.46125324  0.77217407  1.33452336]
 [ 0.          0.          0.          1.        ]]","[[ 0.74436097 -0.66739418  0.02262206 -0.27144367]
 [ 0.50490998  0.58466269  0.63500823  0.24765802]
 [-0.43702707 -0.46125324  0.77217407  1.33452336]
 [ 0.          0.          0.          1.        ]]","[[ 0.1666413  -0.78244794  0.60000491  1.20498789]
 [ 0.20587101  0.62271186  0.75488215  1.5137384 ]
 [-0.96428616 -0.00227093  0.26485286  0.51692773]
 [ 0.          0.          0.          1.        ]]",1.2049878879252975,1.5137383977214809,0.516927731329803,-1.233361567893379,0.6435072470479959,1.3609571707812158,-0.2714436679349379,0.24765801999448184,1.3345233620555144,-0.6882296087545914,0.022623990235324243,0.7309335699884043,-0.2714436679349379,0.24765801999448184,1.3345233620555144,-0.6882296087545914,0.022623990235324243,0.7309335699884043,-0.13198676407113408,-0.2060452410549392,2.095566064369156,-2.3665368296910465,-0.08134226674471767,-0.4728615081405074
7,4,29774000000,"[ 0.04304977 -0.46445366  0.71271843 -0.31531123  0.44662355  0.54494738
 -0.34975868  0.        ]","[[ 0.74436951 -0.66738466  0.02262165 -0.27144378]
 [ 0.50490255  0.58466882  0.63500849  0.24765808]
 [-0.4370211  -0.46125923  0.77217387  1.33452331]
 [ 0.          0.          0.          1.        ]]","[[ 0.74436951 -0.66738466  0.02262165 -0.27144378]
 [ 0.50490255  0.58466882  0.63500849  0.24765808]
 [-0.4370211  -0.46125923  0.77217387  1.33452331]
 [ 0.          0.          0.          1.        ]]","[[ 0.16665142 -0.78244194  0.60000993  1.20500685]
 [ 0.20586882  0.62271938  0.75487655  1.51372376]
 [-0.96428488 -0.00227791  0.26485747  0.51693937]
 [ 0.          0.          0.          1.        ]]",1.2050068487421015,1.5137237604053178,0.5169393669345387,-1.233353819093499,0.6435135237673677,1.3609432349442265,-0.2714437807559465,0.24765807780352764,1.3345233096461548,-0.6882299322121046,0.022623576361763043,0.7309207793378629,-0.2714437807559465,0.24765807780352764,1.3345233096461548,-0.6882299322121046,0.022623576361763043,0.7309207793378629,-0.13198676407113408,-0.2060452410549392,2.095566064369156,-2.3665368296910465,-0.08134226674471767,-0.4728615081405074
8,4,29802000000,"[ 0.04304979 -0.46445365  0.71271835 -0.31531122  0.44662464  0.54494749
 -0.34977236  0.        ]","[[ 0.74437806 -0.66737515  0.02262123 -0.27144389]
 [ 0.50489513  0.58467496  0.63500874  0.24765814]
 [-0.43701512 -0.46126522  0.77217367  1.33452326]
 [ 0.          0.          0.          1.        ]]","[[ 0.74437806 -0.66737515  0.02262123 -0.27144389]
 [ 0.50489513  0.58467496  0.63500874  0.24765814]
 [-0.43701512 -0.46126522  0.77217367  1.33452326]
 [ 0.          0.          0.          1.        ]]","[[ 0.16666154 -0.78243593  0.60001495  1.20502581]
 [ 0.20586663  0.6227269   0.75487094  1.51370912]
 [-0.9642836  -0.0022849   0.26486207  0.516951  ]
 [ 0.          0.          0.          1.        ]]",1.2050258093183595,1.51370912292146,0.5169510027217804,-1.2333460701402839,0.6435198003965681,1.360929298977677,-0.2714438935770711,0.24765813561245498,1.3345232572367958,-0.6882302556692856,0.02262316248779328,0.7309079886871075,-0.2714438935770711,0.24765813561245498,1.3345232572367958,-0.6882302556692856,0.02262316248779328,0.7309079886871075,-0.13198676407113408,-0.2060452410549392,2.095566064369156,-2.3665368296910465,-0.08134226674471767,-0.4728615081405074
9,4,29835000000,"[ 0.0430498  -0.46445365  0.71271827 -0.31531121  0.44662574  0.5449476
 -0.34978618  0.        ]","[[ 0.74438668 -0.66736555  0.02262082 -0.27144401]
 [ 0.50488764  0.58468115  0.635009    0.24765819]
 [-0.43700909 -0.46127127  0.77217347  1.3345232 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.74438668 -0.66736555  0.02262082 -0.27144401]
 [ 0.50488764  0.58468115  0.635009    0.24765819]
 [-0.43700909 -0.46127127  0.77217347  1.3345232 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.16667176 -0.78242987  0.60002002  1.20504495]
 [ 0.20586441  0.62273449  0.75486528  1.51369435]
 [-0.96428231 -0.00229195  0.26486672  0.51696275]
 [ 0.          0.          0.          1.        ]]",1.2050449475356722,1.51369434797741,0.5169627479388806,-1.2333382482773736,0.6435261358190933,1.360915232133685,-0.27144400745642544,0.2476581939539938,1.3345232043449688,-0.6882305821066224,0.02262274472874548,0.7308950780363936,-0.27144400745642544,0.2476581939539938,1.3345232043449688,-0.6882305821066224,0.02262274472874548,0.7308950780363936,-0.13198676407113408,-0.2060452410549392,2.095566064369156,-2.3665368296910465,-0.08134226674471767,-0.4728615081405074
