9.578063282663688005e-01,-9.590607816376336969e-02,2.709410668469130479e-01,8.659703291561613447e-01,-9.590607816376336969e-02,7.820057972953692316e-01,6.158481608056325385e-01,-3.046490044611809278e-01,-2.709410668469130479e-01,-6.158481608056325385e-01,7.398121255617379211e-01,4.107288627415608406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.731679545716035440e-01,-9.800992161254742929e-02,2.081782588562596237e-01,9.496884369994618158e-01,-9.800992161254742929e-02,6.419972990828476389e-01,7.604166773788112454e-01,-1.837740010930715151e-01,-2.081782588562596237e-01,-7.604166773788112454e-01,6.151652536544511829e-01,2.965980479958484350e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.512354587734113132e-01,-6.702446599673854422e-02,3.010960360582480844e-01,8.771737342337612153e-01,-6.702446599673854422e-02,9.078781645607165718e-01,4.138417079895603257e-01,-1.688186675458143715e-01,-3.010960360582480844e-01,-4.138417079895603257e-01,8.591136233341278849e-01,5.506522640003037594e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.657159126714233599e-01,-1.790707668662185059e-01,6.177481699978673024e-01,7.896830214199341835e-01,-1.790707668662185059e-01,8.631305270806403085e-01,4.721645408916692044e-01,-1.607519446529847851e-01,-6.177481699978673024e-01,-4.721645408916692044e-01,6.288464397520634463e-01,2.547600154521557636e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.208934325867617066e-01,-5.926413818902945968e-02,3.852830748206868550e-01,8.244065142791919820e-01,-5.926413818902945968e-02,9.556011821756709157e-01,2.886418932677167204e-01,-1.315490855328132203e-01,-3.852830748206868550e-01,-2.886418932677167204e-01,8.764946147624326223e-01,5.725756948596536500e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.980673992981503595e-01,2.398156471071775930e-02,5.732670418096885018e-02,9.897085522570411298e-01,2.398156471071775930e-02,7.024137239400298771e-01,-7.113647763101045296e-01,1.277061628811980432e-01,-5.732670418096885018e-02,7.113647763101045296e-01,7.004811232381802366e-01,4.421946044460553504e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.272000676234950722e-01,-4.280398436829834646e-02,5.602748138600230909e-01,7.190692269805953885e-01,-4.280398436829834646e-02,9.893970960948671456e-01,1.387847439787335546e-01,-6.958889538623204418e-02,-5.602748138600230909e-01,-1.387847439787335546e-01,8.165971637183622178e-01,5.151212560732758572e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.441250127144003024e-01,-4.915651475412820270e-02,3.259012080742580975e-01,7.365578167229503981e-01,-4.915651475412820270e-02,9.567541209374812450e-01,2.867144731721346651e-01,-2.317655931253429502e-01,-3.259012080742580975e-01,-2.867144731721346651e-01,9.008791336518814363e-01,6.661147959976178035e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.229905011859238506e-01,1.675820678008378140e-01,3.464170683903327608e-01,9.657629070819511163e-01,1.675820678008378140e-01,6.353209684404370616e-01,-7.538458181959363236e-01,7.450409254770168355e-02,-3.464170683903327608e-01,7.538458181959363236e-01,5.583114696263609122e-01,2.826773239314283592e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.771938247650564513e-01,-4.934778488134166502e-02,2.065357716434254864e-01,8.644792840189280403e-01,-4.934778488134166502e-02,8.932217328154197222e-01,4.469001366676048081e-01,-2.932384352178665776e-01,-2.065357716434254864e-01,-4.469001366676048081e-01,8.704155575804760625e-01,5.965739936573044577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
