9.845193546768533643e-01,-6.100518333247271358e-02,1.643167912090653660e-01,9.661390723294266403e-01,-6.100518333247271358e-02,7.595944926233773042e-01,6.475295934417248933e-01,-1.334370794777080815e-01,-1.643167912090653660e-01,-6.475295934417248933e-01,7.441138473002306686e-01,4.656399088043779999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.378447702708179401e-01,-3.477867298348542163e-02,5.447995822642930364e-01,7.192260194168729193e-01,-3.477867298348542163e-02,9.925407518677485941e-01,1.168473353881565313e-01,-6.021974418759511172e-02,-5.447995822642930364e-01,-1.168473353881565313e-01,8.303855221385664231e-01,5.319685682868178223e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.660404671304003266e-01,-1.426474582535506852e-01,7.321487545564219213e-01,7.854609966795669251e-01,-1.426474582535506852e-01,9.390695717790940034e-01,3.127299825927005172e-01,-9.163817920376444992e-02,-7.321487545564219213e-01,-3.127299825927005172e-01,6.051100389094943299e-01,2.215492831667301710e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.862068255640492831e-01,1.163353372964557632e-02,4.631437392609901171e-01,7.254834476205388460e-01,1.163353372964557632e-02,9.988106570740323820e-01,-4.734904654056887319e-02,2.806493084741224983e-02,-4.631437392609901171e-01,4.734904654056887319e-02,8.850174826380816651e-01,6.041988158080346949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.576084385187217940e-01,-4.063231443304247958e-03,2.880443865586924668e-01,8.764719181856825969e-01,-4.063231443304247958e-03,9.996105392397693912e-01,2.760905632243471769e-02,-1.184016744418966115e-02,-2.880443865586924668e-01,-2.760905632243471769e-02,9.572189777584912962e-01,6.279566162723432265e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.672352786939326652e-01,3.772382555046076063e-04,2.538814159035060469e-01,7.855092792725844042e-01,3.772382555046076063e-04,9.999956566485004306e-01,-2.923076364539168095e-03,2.469549627884448130e-03,-2.538814159035060469e-01,2.923076364539168095e-03,9.672309353424330958e-01,7.636280107379420645e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.447806400301750340e-01,-1.068521649714978677e-01,3.097937330952263979e-01,8.785844865943741588e-01,-1.068521649714978677e-01,7.932358295109660506e-01,5.994660404234365414e-01,-2.349449627016058917e-01,-3.097937330952263979e-01,-5.994660404234365414e-01,7.380164695411411957e-01,4.269935672745689970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.581043942420447435e-01,3.780864371490213344e-02,2.839127968136064273e-01,7.834769408987014572e-01,3.780864371490213344e-02,9.658796307226332756e-01,-2.562167937812611096e-01,1.954009984941493250e-01,-2.839127968136064273e-01,2.562167937812611096e-01,9.239840249646780190e-01,6.877365515429887388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.099096885028544968e-01,3.132233562331667581e-02,5.857176860572929078e-01,6.521557122004216778e-01,3.132233562331667581e-02,9.948388284433191675e-01,-9.651226198066624462e-02,5.731641681946299249e-02,-5.857176860572929078e-01,9.651226198066624462e-02,8.047485169461735532e-01,5.009348441905829841e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.346738397212924987e-01,-6.338295585399678078e-02,5.470851690478589768e-01,6.484799470291395806e-01,-6.338295585399678078e-02,9.757001609060709235e-01,2.097422153861196459e-01,-1.347662097860755914e-01,-5.470851690478589768e-01,-2.097422153861196459e-01,8.103740006273634222e-01,5.098236936126300245e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
